,pond,start_date,date_time,Productivity (Soluble Protein),id,pHam,pHpm,height,mat_density,wateradded,nutrientsadded,pHadjusted,innoculation,harvested,comments,biomassAMsieve1,biomassAMsieve2,biomassAMsieve3,biomassPMsieve1,biomassPMsieve2,biomassPMsieve3,dryweight,WMPerm2,DMPerm2,WMPerPond,DMPerPond,Sieve1,Sieve2,Sieve3,cal_sieve1,cal_sieve2,cal_sieve3,EC,watertemp,DO,surfacearea,SAcorrection,effectiveSA,dailydiff,netremoval,total
315,250LD,2020-12-28 00:00:00,2021-01-25,0.45304664851937976,2310,5.2,4.9,14.0,1040.6,,,,,,150g NaHCO3 PM,39.1,37.4,37.4,,,,5.48,,,,,1055.8,1015.0,1066.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
316,250LD,2020-12-28 00:00:00,2021-01-26,0.43867457964272333,2311,4.7,5.2,14.0,,Yes,,,,,250g NaHCO3 AM,,,,,,,5.48,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
317,250LD,2020-12-28 00:00:00,2021-01-27,0.4372997173461915,2312,5.2,4.8,14.5,1213.8,,,,,,200g NaHCO3 PM,43.8,41.0,39.3,,,,5.48,,,,,1346.3,1241.3,1186.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
318,250LD,2020-12-29 00:00:00,2021-01-28,0.409449663977623,2313,4.6,5.3,14.5,,,,,,,300g NaHCO3 AM,,,,,,,5.48,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
319,250LD,2020-12-30 00:00:00,2021-01-29,0.4098675111198425,2314,4.7,5.2,14.5,1042.8,,,,,,250g NaHCO3 AM,44.7,40.5,34.4,,,,5.48,,,,,1405.0,1207.5,878.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
320,250LD,2021-01-04 00:00:00,2021-01-29,0.4556126222808838,2314,4.7,5.2,14.5,1042.8,,,,,,250g NaHCO3 AM,44.7,40.5,34.4,,,,5.48,,,,,1405.0,1207.5,878.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
321,250LD,2021-01-04 00:00:00,2021-01-29,0.4556126222808838,2314,4.7,5.2,14.5,1042.8,,,,,,250g NaHCO3 AM,44.7,40.5,34.4,,,,5.48,,,,,1405.0,1207.5,878.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
322,250LD,2021-01-04 00:00:00,2021-02-01,0.39341254620143346,2315,5.3,5.1,14.0,1056.6,,,,,,,42.4,38.5,36.8,,,,5.48,,,,,1258.1,1085.6,1027.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
323,250LD,2021-01-04 00:00:00,2021-02-02,0.38063085178243705,2316,4.5,5.0,14.0,,,,,,,350g NaHCO3 AM,,,,,,,5.48,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
324,250LD,2021-01-04 00:00:00,2021-02-03,0.4386701554603577,2317,4.9,5.0,14.0,1278.4,,,,,,150g NaHCO3 AM,46.3,42.6,39.9,,,,5.48,,,,,1506.9,1336.3,1220.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
325,250LD,2021-01-05 00:00:00,2021-02-04,0.7845645181655885,2318,3.7,5.7,13.5,2364.1,Yes,,,,,600g NaHCO3 AM +1.0cm water,,,,,,,5.48,1085.7,59.5,271426.0,14874.0,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
326,250LD,2021-01-06 00:00:00,2021-02-05,0.7851474345359801,2319,5.8,5.8,14.5,,,,,,,3 seive MD: 1206.9,42.3,42.7,37.5,,,,5.48,,,,,1255.6,1343.1,1070.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
327,250LD,2021-01-07 00:00:00,2021-02-05,0.7671252825904714,2319,5.8,5.8,14.5,,,,,,,3 seive MD: 1206.9,42.3,42.7,37.5,,,,5.48,,,,,1255.6,1343.1,1070.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
328,250LD,2021-01-08 00:00:00,2021-02-05,0.5860872491925103,2319,5.8,5.8,14.5,,,,,,,3 seive MD: 1206.9,42.3,42.7,37.5,,,,5.48,,,,,1255.6,1343.1,1070.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
329,250LD,2021-01-11 00:00:00,2021-02-08,0.5551652709746361,2776,7.3,6.0,14.0,,,,,,,,,,,,,,5.48,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
330,250LD,2021-01-11 00:00:00,2021-02-09,0.6718726551394626,2777,6.8,5.6,14.0,,,,,,103000.0,,,,,,,,5.48,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
331,250LD,2021-01-11 00:00:00,2021-02-10,0.6632361403656006,2799,7.0,5.0,13.5,2409.2,Yes,,,,,,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
332,250LD,2021-01-12 00:00:00,2021-02-11,0.6748469274387358,2826,6.8,5.7,15.0,,,,,,,,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
333,250LD,2021-01-13 00:00:00,2021-02-12,0.6760142345952986,2827,7.3,5.5,14.5,,,,,,,,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
334,250LD,2021-01-14 00:00:00,2021-02-12,0.6926332706846038,2827,7.3,5.5,14.5,,,,,,,,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
335,250LD,2021-01-15 00:00:00,2021-02-12,0.7195081437155179,2827,7.3,5.5,14.5,,,,,,,,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
336,250LD,2021-01-18 00:00:00,2021-02-15,0.7293435058675491,2880,6.7,5.5,14.5,,,,,,,,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,7.5,20.0,7.25,250.0,,250.0,,,
337,250LD,2021-01-18 00:00:00,2021-02-16,0.7033068089478588,2881,7.4,5.1,14.5,,,,,,,,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
338,250LD,2021-01-18 00:00:00,2021-02-17,0.6756364863357545,2882,5.3,4.5,14.0,2398.4,,,,,,350g NaHCO3 PM,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
339,250LD,2021-01-19 00:00:00,2021-02-18,0.6846466464796067,2883,7.5,4.8,14.5,,,,,,,200g NaHCO3 PM,,,,,,,5.42,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
340,250LD,2021-01-20 00:00:00,2021-02-19,0.6865456268405916,2918,7.8,4.8,14.0,,,,,,,200g NaHCO3 AM,,,,,,,5.42,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
341,250LD,2021-01-21 00:00:00,2021-02-19,0.6988946511021976,2918,7.8,4.8,14.0,,,,,,,200g NaHCO3 AM,,,,,,,5.42,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
342,250LD,2021-01-22 00:00:00,2021-02-19,0.5903216334138598,2918,7.8,4.8,14.0,,,,,,,200g NaHCO3 AM,,,,,,,5.42,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
343,250LD,2021-01-25 00:00:00,2021-02-22,0.5925054847240447,2945,4.9,5.1,14.0,,,,,,,150g NaHCO3 AM,,,,,,,5.42,,,,,,,,22.2,21.2,20.3,1.4,25.0,6.46,250.0,,250.0,,,
344,250LD,2021-01-25 00:00:00,2021-02-23,0.5722397852207053,2946,7.6,4.6,14.0,,,,,,,300g NaHCO3 PM,,,,,,,5.42,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
345,250LD,2021-01-25 00:00:00,2021-02-24,0.5515254983329773,2979,7.6,3.9,13.8,,Yes,,,,,,,,,,,,5.02,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
346,250LD,2021-01-26 00:00:00,2021-02-25,0.8380141402244566,2980,7.9,5.7,15.5,,,,,,226000.0,,,,,,,,5.02,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
347,250LD,2021-01-27 00:00:00,2021-02-26,0.8348821432113646,3023,5.3,4.9,15.8,,,,,,,,,,,,,,5.02,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
348,350A,2020-12-01 00:00:00,2020-12-30,0.13020051542188144,2353,4.8,5.3,15.0,1120.0,No,No,Yes,0.0,0.0,300g NaHCO3 AM,42.3,38.7,38.7,,,,4.89,,,,,1256.3,1093.8,1146.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
349,350A,2020-12-02 00:00:00,2020-12-30,0.1474431090475589,2353,4.8,5.3,15.0,1120.0,No,No,Yes,0.0,0.0,300g NaHCO3 AM,42.3,38.7,38.7,,,,4.89,,,,,1256.3,1093.8,1146.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
350,350A,2020-12-03 00:00:00,2020-12-30,0.17116248811434184,2353,4.8,5.3,15.0,1120.0,No,No,Yes,0.0,0.0,300g NaHCO3 AM,42.3,38.7,38.7,,,,4.89,,,,,1256.3,1093.8,1146.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
351,350A,2020-12-04 00:00:00,2020-12-30,0.1934823269368266,2353,4.8,5.3,15.0,1120.0,No,No,Yes,0.0,0.0,300g NaHCO3 AM,42.3,38.7,38.7,,,,4.89,,,,,1256.3,1093.8,1146.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
352,350A,2020-12-07 00:00:00,2021-01-04,0.17777887454830865,2354,5.0,5.3,15.0,1210.6,No,No,Yes,0.0,0.0,250g NaHCO3 AM,44.3,40.7,39.5,,,,5.15,,,,,1381.3,1221.9,1199.4,22.2,21.2,20.3,,,,350.0,,350.0,,,
353,350A,2020-12-07 00:00:00,2021-01-05,0.3080166241312261,2355,4.9,5.1,15.0,1315.9,No,No,Yes,0.0,134000.0,200g NaHCO3 AM,45.9,43.3,40.3,,,,5.15,488.2,25.1,170859.0,8799.0,1479.4,1385.6,1246.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
354,350A,2020-12-07 00:00:00,2021-01-06,0.3051189635769981,2356,4.8,5.2,15.0,1188.8,No,No,Yes,0.0,0.0,250g NaHCO3 AM,42.0,40.9,38.6,,,,5.15,,-6.6,-44516.0,-2293.0,1233.1,1233.8,1143.8,22.2,21.2,20.3,,,,350.0,,350.0,,,
355,350A,2020-12-08 00:00:00,2021-01-07,0.2819170679920741,2357,4.7,5.5,15.0,,No,No,Yes,0.0,0.0,350g NaHCO3 AM,,,,,,,5.15,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
356,350A,2020-12-09 00:00:00,2021-01-08,0.24142378147888183,2358,5.1,5.2,15.0,1154.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,42.5,40.0,38.5,,,,5.15,,,,,1269.4,1176.3,1133.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
357,350A,2020-12-10 00:00:00,2021-01-08,0.2455528893975319,2358,5.1,5.2,15.0,1154.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,42.5,40.0,38.5,,,,5.15,,,,,1269.4,1176.3,1133.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
358,350A,2020-12-11 00:00:00,2021-01-08,0.2175128359406335,2358,5.1,5.2,15.0,1154.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,42.5,40.0,38.5,,,,5.15,,,,,1269.4,1176.3,1133.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
359,350A,2020-12-14 00:00:00,2021-01-11,0.1925076190572855,2359,5.6,5.3,15.0,1182.8,No,No,No,0.0,0.0,,44.2,41.3,38.0,,,,4.93,,,,,1373.1,1260.6,1105.0,22.2,21.2,20.3,,,,350.0,,350.0,,,
360,350A,2020-12-14 00:00:00,2021-01-12,0.18549651906938974,2360,4.9,4.8,15.0,,No,No,Yes,0.0,0.0,300g NaHCO3 PM,,,,,,,4.93,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
361,350A,2020-12-14 00:00:00,2021-01-13,0.17984678719902036,2361,5.2,4.9,15.0,1197.2,No,No,Yes,0.0,0.0,200g NaHCO3 PM,43.3,40.7,39.1,,,,4.93,,,,,1316.9,1222.5,1171.9,22.2,21.2,20.3,,,,350.0,,350.0,,,
362,350A,2020-12-15 00:00:00,2021-01-14,0.17217076374830514,2362,6.0,4.8,15.0,,No,No,Yes,0.0,0.0,200g NaHCO3 PM,,,,,,,4.93,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
363,350A,2020-12-16 00:00:00,2021-01-15,0.21203143660627083,2363,5.1,5.2,15.0,1324.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,45.6,42.1,41.8,,,,4.93,,,,,1460.6,1306.9,1342.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
364,350A,2020-12-17 00:00:00,2021-01-15,0.17266365132660702,2363,5.1,5.2,15.0,1324.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,45.6,42.1,41.8,,,,4.93,,,,,1460.6,1306.9,1342.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
365,350A,2020-12-18 00:00:00,2021-01-15,0.17853795849863363,2363,5.1,5.2,15.0,1324.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,45.6,42.1,41.8,,,,4.93,,,,,1460.6,1306.9,1342.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
366,350A,2020-12-21 00:00:00,2021-01-18,0.18771692793670977,2364,4.6,5.0,15.0,1430.9,No,No,Yes,0.0,0.0,300g NaHCO3 AM,49.1,44.7,42.6,,,,4.85,,,,,1677.5,1473.1,1388.8,22.2,21.2,20.3,,,,350.0,,350.0,,,
367,350A,2020-12-21 00:00:00,2021-01-19,0.3206057490842096,2365,4.9,4.7,15.0,1650.9,No,No,Yes,0.0,104000.0,350g NaHCO3 PM,48.1,48.1,46.2,,,,4.85,517.1,25.1,181000.0,8779.0,1616.3,1683.8,1618.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
368,350A,2020-12-21 00:00:00,2021-01-20,0.3065783359918595,2366,5.2,4.9,15.0,1296.9,No,No,Yes,0.0,0.0,200g NaHCO3 PM,44.6,42.9,40.1,,,,4.85,,-17.2,-123922.0,-6010.0,1401.3,1360.6,1233.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
369,350A,2020-12-22 00:00:00,2021-01-21,0.30058810338974,2367,5.1,5.1,15.0,,No,No,Yes,0.0,0.0,150g NaHCO3 AM,,,,,,,4.85,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
370,350A,2020-12-23 00:00:00,2021-01-22,0.28338090083885187,2368,4.8,5.2,14.5,1269.1,No,No,Yes,0.0,0.0,300g NaHCO3 AM,43.7,41.2,41.0,,,,4.85,,,,,1339.4,1249.4,1288.8,22.2,21.2,20.3,,,,350.0,,350.0,,,
371,350A,2020-12-28 00:00:00,2021-01-22,0.3308650586769104,2368,4.8,5.2,14.5,1269.1,No,No,Yes,0.0,0.0,300g NaHCO3 AM,43.7,41.2,41.0,,,,4.85,,,,,1339.4,1249.4,1288.8,22.2,21.2,20.3,,,,350.0,,350.0,,,
372,350A,2020-12-28 00:00:00,2021-01-22,0.3308650586769104,2368,4.8,5.2,14.5,1269.1,No,No,Yes,0.0,0.0,300g NaHCO3 AM,43.7,41.2,41.0,,,,4.85,,,,,1339.4,1249.4,1288.8,22.2,21.2,20.3,,,,350.0,,350.0,,,
373,350A,2020-12-28 00:00:00,2021-01-25,0.24544328425679887,2369,5.1,5.2,14.5,1176.6,,,,,,150g NaHCO3 AM,42.3,39.9,39.3,,,,5.14,,,,,1256.3,1171.3,1181.9,22.2,21.2,20.3,,,,350.0,,350.0,,,
374,350A,2020-12-28 00:00:00,2021-01-26,0.23738112300741265,2370,4.8,5.1,14.5,,,,,,,300g NaHCO3 AM,,,,,,,5.14,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
375,350A,2020-12-28 00:00:00,2021-01-27,0.23309136047172543,2371,4.6,5.3,14.5,1329.7,,,,,,400g NaHCO3 AM,44.8,42.5,41.6,,,,5.14,,,,,1413.1,1330.6,1328.8,22.2,21.2,20.3,,,,350.0,,350.0,,,
376,350A,2020-12-29 00:00:00,2021-01-28,0.30257542712075364,2372,4.8,5.2,14.5,,,,,,100000.0,300g NaHCO3 AM,,,,,,,5.14,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
377,350A,2020-12-30 00:00:00,2021-01-29,0.2722551264822824,2373,4.8,5.1,14.5,959.4,,,,,,300g NaHCO3 AM,42.4,37.4,34.8,,,,5.14,,,,,1262.5,1015.6,903.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
378,350A,2021-01-04 00:00:00,2021-01-29,0.31881707571062357,2373,4.8,5.1,14.5,959.4,,,,,,300g NaHCO3 AM,42.4,37.4,34.8,,,,5.14,,,,,1262.5,1015.6,903.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
379,350A,2021-01-04 00:00:00,2021-01-29,0.31881707571062357,2373,4.8,5.1,14.5,959.4,,,,,,300g NaHCO3 AM,42.4,37.4,34.8,,,,5.14,,,,,1262.5,1015.6,903.1,22.2,21.2,20.3,,,,350.0,,350.0,,,
380,350A,2021-01-04 00:00:00,2021-02-01,0.20760461677799413,2374,5.8,5.7,14.5,915.6,,,,,,,38.1,36.8,34.0,,,,5.14,,,,,993.8,977.5,853.8,22.2,21.2,20.3,,,,350.0,,350.0,,,
381,350A,2021-01-04 00:00:00,2021-02-02,0.7096039519052552,2375,5.6,5.3,14.5,2546.2,,,,,,,,,,,,,5.14,1630.5,83.8,570691.0,29334.0,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
382,350A,2021-01-04 00:00:00,2021-02-03,0.6866109518607002,2376,4.9,5.1,14.5,,,,,,,200g NaHCO3 AM 3 seive MD: 1164.4,42.4,40.5,38.3,,,,5.14,,,,,1261.9,1206.3,1122.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
383,350A,2021-01-05 00:00:00,2021-02-04,0.6921785729631695,2377,4.9,5.1,14.5,,,,,,,250g NaHCCO3 AM,,,,,,,5.14,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
384,350A,2021-01-06 00:00:00,2021-02-05,0.5899094284391403,2378,4.7,5.1,14.5,,,,,,,350g NaHCO3 AM 3 seive MD: 1088.8,45.1,39.9,36.4,,,,5.14,,,,,1431.9,1171.3,1006.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
385,350A,2021-01-07 00:00:00,2021-02-05,0.6087303529056303,2378,4.7,5.1,14.5,,,,,,,350g NaHCO3 AM 3 seive MD: 1088.8,45.1,39.9,36.4,,,,5.14,,,,,1431.9,1171.3,1006.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
386,350A,2021-01-08 00:00:00,2021-02-05,0.6297378114419079,2378,4.7,5.1,14.5,,,,,,,350g NaHCO3 AM 3 seive MD: 1088.8,45.1,39.9,36.4,,,,5.14,,,,,1431.9,1171.3,1006.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
387,350A,2021-01-11 00:00:00,2021-02-08,0.6113874611066799,2778,5.5,5.1,14.5,,,,,,,,,,,,,,5.14,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
388,350A,2021-01-11 00:00:00,2021-02-09,0.768895360004115,2779,4.8,5.1,14.0,3116.6,,,,,,300g NaHCO3 AM,,,,,,,5.14,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
389,350A,2021-01-11 00:00:00,2021-02-10,0.7448319286528997,2800,4.7,5.2,14.0,,,,,,,,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
390,350A,2021-01-12 00:00:00,2021-02-11,1.0250555243028912,2828,4.8,5.1,14.0,,,,,,350000.0,300g NaHCO3 AM,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
391,350A,2021-01-13 00:00:00,2021-02-12,1.028055048036575,2829,4.5,5.5,14.0,,,,,,,450g NaHCO3 AM,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
392,350A,2021-01-14 00:00:00,2021-02-12,1.0171906598446756,2829,4.5,5.5,14.0,,,,,,,450g NaHCO3 AM,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
393,350A,2021-01-15 00:00:00,2021-02-12,1.0549303858560446,2829,4.5,5.5,14.0,,,,,,,450g NaHCO3 AM,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
394,350A,2021-01-18 00:00:00,2021-02-15,1.0613283728840401,2884,4.4,4.8,14.0,,,,,,,500g NaHCO3 AM 300g NaHCO3 PM,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,7.8,19.0,7.55,350.0,,350.0,,,
395,350A,2021-01-18 00:00:00,2021-02-16,1.0263239651463416,2885,5.1,4.9,14.0,,,,,,,150g NaHCO3 AM 200g NaHCO3 PM,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
396,350A,2021-01-18 00:00:00,2021-02-17,0.670277255506243,2886,5.1,5.3,14.0,2062.5,,,,,,150g NaHCO3 AM,,,,,,,5.27,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
397,350A,2021-01-19 00:00:00,2021-02-18,0.6861733133310592,2887,4.7,5.5,13.8,,,,,,,350g NaHCO3 AM,,,,,,,4.74,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
398,350A,2021-01-20 00:00:00,2021-02-19,0.6429726153433664,2919,4.8,5.2,13.8,,,,,,,300g NaHCO3 AM,,,,,,,4.74,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
399,350A,2021-01-21 00:00:00,2021-02-19,0.6631639092884158,2919,4.8,5.2,13.8,,,,,,,300g NaHCO3 AM,,,,,,,4.74,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
400,350A,2021-01-22 00:00:00,2021-02-19,0.6885290438273002,2919,4.8,5.2,13.8,,,,,,,300g NaHCO3 AM,,,,,,,4.74,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
401,350A,2021-01-25 00:00:00,2021-02-22,0.7218038657464787,2947,4.5,5.5,13.8,,,,,,,450g NaHCO3 AM,,,,,,,4.74,,,,,,,,22.2,21.2,20.3,1.6,25.0,6.75,350.0,,350.0,,,
402,350A,2021-01-25 00:00:00,2021-02-23,0.6945629514955416,2948,5.0,5.5,13.8,,,,,,,200g NaHCO3 AM,,,,,,,4.74,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
403,350A,2021-01-25 00:00:00,2021-02-24,0.6696218366116115,2981,4.7,5.1,13.5,,,,,,,350g NaHCO3 AM,,,,,,,4.79,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
404,350A,2021-01-26 00:00:00,2021-02-25,0.6941053825024195,2982,4.8,5.1,13.5,,,,,,,300g NaHCO3 AM,,,,,,,4.79,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
405,350A,2021-01-27 00:00:00,2021-02-26,0.6920236726749964,3026,5.3,5.6,14.5,,,,,,,,,,,,,,4.79,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
406,350B,2020-12-01 00:00:00,2020-12-30,0.2511254719979422,2432,4.4,6.1,15.5,1120.6,No,No,Yes,0.0,0.0,500g NAHCO3 AM,41.3,39.2,38.2,,,,5.05,,,,,1195.0,1123.8,1117.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
407,350B,2020-12-02 00:00:00,2020-12-30,0.2223438884671853,2432,4.4,6.1,15.5,1120.6,No,No,Yes,0.0,0.0,500g NAHCO3 AM,41.3,39.2,38.2,,,,5.05,,,,,1195.0,1123.8,1117.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
408,350B,2020-12-03 00:00:00,2020-12-30,0.2239055583466424,2432,4.4,6.1,15.5,1120.6,No,No,Yes,0.0,0.0,500g NAHCO3 AM,41.3,39.2,38.2,,,,5.05,,,,,1195.0,1123.8,1117.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
409,350B,2020-12-04 00:00:00,2020-12-30,0.2299050434557946,2432,4.4,6.1,15.5,1120.6,No,No,Yes,0.0,0.0,500g NAHCO3 AM,41.3,39.2,38.2,,,,5.05,,,,,1195.0,1123.8,1117.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
410,350B,2020-12-07 00:00:00,2021-01-04,0.15919533430469276,2433,4.8,5.9,15.5,1233.1,No,No,Yes,0.0,0.0,350g NaHCO3 AM,45.0,42.1,38.9,,,,5.18,,,,,1425.6,1308.8,1157.5,22.2,21.2,20.3,,,,350.0,,350.0,,,
411,350B,2020-12-07 00:00:00,2021-01-05,0.2910262693333273,2434,5.0,5.5,15.5,1179.7,No,No,Yes,0.0,150000.0,200g NaHCO3 AM,40.1,39.9,39.4,,,,5.18,375.1,19.4,131297.0,6801.0,1118.1,1168.8,1190.6,22.2,21.2,20.3,,,,350.0,,350.0,,,
412,350B,2020-12-07 00:00:00,2021-01-06,0.2928065627754756,2435,4.6,6.5,15.5,1229.1,No,No,Yes,0.0,0.0,400g NaHCO3 AM,44.9,40.9,39.9,,,,5.18,49.4,2.6,17281.0,895.0,1415.0,1233.1,1225.0,22.2,21.2,20.3,,,,350.0,,350.0,,,
413,350B,2020-12-08 00:00:00,2021-01-07,0.29085223284476147,2436,4.8,6.3,15.5,,No,No,Yes,0.0,0.0,300g NaHCO3 AM,,,,,,,5.18,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
414,350B,2020-12-09 00:00:00,2021-01-08,0.2801276923599243,2437,5.1,5.3,15.5,1270.9,No,No,Yes,0.0,0.0,150g NaHCO3 AM,46.2,40.9,41.2,,,,5.18,,,,,1496.9,1235.6,1306.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
415,350B,2020-12-10 00:00:00,2021-01-08,0.2708370851719204,2437,5.1,5.3,15.5,1270.9,No,No,Yes,0.0,0.0,150g NaHCO3 AM,46.2,40.9,41.2,,,,5.18,,,,,1496.9,1235.6,1306.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
416,350B,2020-12-11 00:00:00,2021-01-08,0.260033240240934,2437,5.1,5.3,15.5,1270.9,No,No,Yes,0.0,0.0,150g NaHCO3 AM,46.2,40.9,41.2,,,,5.18,,,,,1496.9,1235.6,1306.3,22.2,21.2,20.3,,,,350.0,,350.0,,,
417,350B,2020-12-14 00:00:00,2021-01-11,0.2530571818306008,2438,5.5,5.2,15.5,1291.6,No,No,No,0.0,0.0,,45.2,41.6,41.2,,,,4.8,,,,,1436.9,1277.5,1305.6,22.2,21.2,20.3,,,,350.0,,350.0,,,
418,350B,2020-12-14 00:00:00,2021-01-12,0.24367866497180732,2439,4.6,4.5,15.5,,No,No,Yes,0.0,0.0,400g NaHCO3 PM,,,,,,,4.8,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
419,350B,2020-12-14 00:00:00,2021-01-13,0.2602967160464696,2440,5.3,5.0,15.5,1481.3,No,No,No,0.0,0.0,,43.8,42.2,46.8,,,,4.8,,,,,1349.4,1311.9,1650.6,22.2,21.2,20.3,,,,350.0,,350.0,,,
420,350B,2020-12-15 00:00:00,2021-01-14,0.303655298774583,2441,4.7,5.6,15.5,,No,No,Yes,0.0,0.0,350g NaHCO3 AM,,,,,,,4.8,,,,,,,,22.2,21.2,20.3,,,,350.0,,350.0,,,
421,350B,2020-12-16 00:00:00,2021-01-15,0.31290876270157947,2442,5.1,5.3,15.5,1341.6,No,No,Yes,0.0,0.0,150g NaHCO3 AM,46.7,41.5,43.0,,,,4.8,,,,,1531.9,1268.1,1415.0,22.2,21.2,20.3,,,,350.0,,350.0,,,
